Irish,10.61,0.23,0.04,0.08,39.18,44.62,0.14,0.01,0.23,0.03,4.74,0.02
Italian_Abruzzo,7.59,0.03,3.23,0.04,29.12,16.1,0,0.08,10.91,0.32,32.6,0
Italian_Aosta_Valley,5.82,0.06,1.62,0.14,40.65,29.99,0.25,0.05,4.3,0.03,16.98,0.1
Italian_Apulia,7.38,0.32,2.81,0.34,26.2,17.19,0.27,0.27,11.31,0.41,33.36,0.15
Italian_Calabria,7,0.13,4.18,0.08,27,11.44,0.26,0.6,13.52,0.22,35.45,0.1
Italian_Campania,7.07,0.09,2.82,0.09,28.91,13.73,0.1,0.33,12.32,0.02,34.34,0.1
Italian_Emilia,6.13,0,1.15,0.18,37.61,22.76,0.14,0.11,7.4,0.25,24.22,0.06
Italian_Friuli_VG,5.44,0.28,1.17,0.01,34.92,29.32,0.08,0,7.03,0,21.72,0.02
Italian_Jews,5.91,0.27,5.61,0.28,26.04,8.53,0.36,1.02,16.51,0.14,35.34,0
Italian_Lazio,6.73,0,2.67,0.05,31.7,19.82,0.26,0.07,9.79,0.17,28.75,0
Italian_Liguria,5.1,0.05,2.01,0.09,37.89,23.23,0.25,0.05,7.89,0.05,23.39,0
Italian_Lombardy,4.75,0.12,1.12,0.04,39.63,25.08,0.17,0.01,6.41,0.03,22.62,0.03
Italian_Marche,6.42,0.08,2.38,0.05,32.91,18.72,0.29,0.27,9.80,0,29.042,0.03
Italian_Piedmont,5.92,0.13,1.73,0.09,37.82,26.02,0.04,0.04,6.73,0.02,21.37,0.1
Italian_Romagna,6.08,0,1.87,0.13,34.66,20.98,0.1,0,8.99,0,27.19,0
Italian_Sicily,7.31,0.48,4.59,0.10,27.22,13.45,0.25,0.65,12.1,0.05,33.16,0.64
Italian_Trentino,4.79,0.22,0.73,0.04,38.71,29.79,0,0,5.47,0.02,20.22,0
Italian_Tuscany,6.12,0.05,1.21,0.14,36.89,21.81,0.16,0.06,8.21,0,25.36,0
Italian_Veneto,5.44,0.04,1.43,0.18,36.93,27.16,0.06,0,5.73,0.15,22.83,0.03
Iyengar,38.70,1.00,0.00,0.00,0.00,6.40,52.00,0.00,1.20,0.00,0.70,0.00
Iyer,39.26,0.00,0.00,0.00,2.90,4.50,50.35,0.00,1.30,1.10,0.60,0.00
Japanese,0,4.58,0.12,11.47,0,0,0.4,0.00,0.07,83.31,0,0.03
Jordanian_Christian,8.53,0.12,4.85,0.17,15.1,1.09,0.16,1.73,25.8,0.17,42.28,0
Jordanian_Muslim,10.35,0.16,5.57,0.26,12.6,1.84,1.1,5.09,25.03,0.41,35.63,1.99
Juang,0.00,0.10,0.00,33.00,0.00,0.00,66.90,0.00,0.00,0.00,0.00,0.00
Kabardin,17.13,4.40,0.06,1.24,7.60,19.33,0.87,0.14,4.01,3.27,41.95,0.01
Kaitag_Dagestan,25.44,2.46,0.12,0.11,4.91,26.98,0.79,0.05,2.57,0.07,36.46,0.03
Kalash,40.84,2.38,0.00,0.29,0.52,17.04,22.16,0.00,0.57,0.48,15.71,0.00
Kalmyk,4.18,34.5,0.27,3.84,1.92,6.85,0.35,0,0.61,43.49,3.9,0
Kanjars,34.50,0.00,0.00,0.10,0.00,6.20,57.60,0.00,0.00,1.60,0.00,0.00
Karachay,18.10,4.37,0.17,0.82,5.43,18.22,0.94,0.00,3.44,3.37,45.15,0.00
Karakalpak,10.24,22.04,0.08,3.26,5.09,16.51,2.78,0.1,1.55,27.38,10.98,0
Karelian,3.31,7.58,0.32,0.53,18.87,63.60,0.92,0.07,0.71,0.61,3.47,0.01
Kashmiri,37.65,1.75,0.00,0.83,0.66,10.49,33.43,0.01,1.55,2.10,11.39,0.14
Kazakh,8.45,25.91,0.16,3.09,4.58,14.51,1.68,0.01,0.8,32.54,8.26,0
Khakass,8.33,37.42,0.13,2.12,2.09,17.07,1.36,0.13,0.37,29.17,1.66,0.13
Khamnigan,2.51,44.07,0.35,3.91,1.04,2.99,0.67,0.18,0.36,42.50,1.37,0.06
Kharia,0.30,0.10,0.00,27.20,0.00,0.30,72.10,0.00,0.00,0.00,0.00,0.00
Khasi,4.60,4.20,0.00,37.24,0.00,2.60,32.53,0.00,0.00,18.82,0.00,0.00
Kho,37.62,4.04,0,0.34,0.30,17.82,21.24,0,2.10,1.74,15.60,0
Kol,28.80,0.10,0.00,0.60,0.00,2.60,66.80,0.00,0.00,0.90,0.20,0.00
Komi,8.20,15.22,0.05,0.24,14.38,52.02,1.05,0,0.15,2.74,5.91,0
Korean,0,6.52,0,16.97,0,0.02,0.06,0,0.02,76.39,0,0
Kshatriya,37.60,1.10,0.00,0.40,1.40,9.40,47.90,0.00,0.00,0.00,2.20,0.00
Kubachi_Dagestan,27.22,1.64,0.05,0.49,4.48,25.48,0.32,0.02,1.41,0.30,38.56,0.04
Kumyk,20.38,3.02,0.23,0.27,6.21,20.22,1.14,0.24,4.93,2.79,40.46,0.11
Kurd_Kurmanji,24.19,1.39,1.15,0.18,8.64,7.09,2.59,0.26,13.97,0.62,39.81,0.1
Kurd_Sorani,24.26,0.4,1.22,0.48,7.29,6.28,3.79,0.94,16,0.5,38.62,0.24
Kurdish_Jew,17.67,0.16,2.3,0.22,10.34,1.04,0.96,0.38,21.72,0.07,45.13,0
Kurmi,34.10,0.00,0.00,0.00,0.00,4.20,56.20,0.00,0.00,2.40,3.10,0.00
Kurumba,33.20,0.40,0.00,0.10,0.00,0.00,64.10,0.00,0.50,0.60,1.10,0.00
Kuwait1,7.11,0.69,4.10,0.57,5.49,1.31,1.64,5.48,43.65,0.25,27.62,2.09
Kuwait2,2.37,0.42,3.30,0.31,5.36,0.45,0.67,3.65,56.80,0.26,26.23,0.19
Kyrgyz,8.47,26.71,0.1,3.91,3.06,11.41,2.45,0.02,0.76,35.78,7.31,0.03
Kyrgyz_Pamir,10.81,25.63,0.01,4.36,2.88,12.23,2.01,0.00,0.79,34.31,6.98,0.00
Lahu,0.00,2.90,0.00,74.50,0.00,0.00,2.90,0.00,0.00,19.70,0.00,0.00
Lak,26.16,2.54,0.02,0.41,4.65,24.62,1.09,0.09,2.34,0.14,37.94,0
Lambadi,32.13,0.00,0.00,3.30,0.00,4.70,54.35,0.00,0.00,0.60,4.90,0.00
Latvian,2.96,0.71,0,0.14,19.29,68.50,0.70,0.12,0.44,0.15,6.98,0
Laz,17.25,0.06,0.17,0.25,9.41,5.05,0.1,0,10.19,0.03,57.48,0
Lebanese_Christian,11.27,0.10,3.78,0.09,15.50,1.66,0.21,0.84,22.71,0.11,43.72,0.02
Lebanese_Muslim,12.80,0.40,4.36,0.39,13.11,3.06,1.30,3.46,20.70,0.36,38.62,1.45
Lezgin,27.6,2,0.12,0.03,4.82,21.64,0.75,0.14,4.52,0.55,37.36,0.45
Lipka_Tatar,9.16,10.71,0.13,1.71,14.76,31.86,1.03,0,2.18,12.9,15.43,0.12
Lithuanian,2.24,0.79,0.04,0.04,20.54,66.73,0.76,0.06,0.49,0.15,8.15,0
Luhya,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.30,0.00,0.00,0.00,75.70
Macedonian,5.45,0.29,0.55,0.20,27.45,34.19,0.36,0.03,6.29,0.15,25.03,0.02
